Um so I believe the the advanced functions should maybe be hidden in a drawer, Uh and also think maybe a little bit about sorta w w what would just wanna be acc easily accessible. so that for the user it's very clear what they want to do where they go. For example if we had audio controls, those could be something people set up very rarely. Maybe they're un they're they're they're in a little area but covered up um, things like channel and volume um are used all the time, so we just have them right out on top, Um so maybe we need to think about having three or more groupings of controls, you know like one which are just the the habitual ones that should be right within your natural grip. and then others that are concealed. So it you wanna group all the different kind of types of functions together, you know.	How to implement the categorization of functions in the design of the remote.
Well I think I think es essentially what we're doing right now is we're categorising. We're saying well we want this to be a product that offers all the sort of more tricky features but we want them to be in another area? um we need to find out exactly what we have to have um and after that we can add things if they're possible. Well, one one way I would look at this um would be that we a approach the different controls in terms of um like control types, so that for the user it's very clear what they want to do where they go. Uh and also think maybe a little bit about sorta w w what would just wanna be acc easily accessible. For example if we had audio controls, those could be something people set up very rarely. Maybe they're un they're they're they're in a little area but covered up um, things like channel and volume um are used all the time, so we just have them right out on top, Um so maybe we need to think about having three or more groupings of controls, you know like one which are just the the habitual ones that should be right within your natural grip. and then others that are concealed. So it you wanna group all the different kind of types of functions together, you know. Another thing that you were saying about categorising the controls? Um maybe I could suggest we we break them down into three simple categories. One would be audio controls, one would be video controls, and the other one would be a device. I mean like so what we could have is like three buckets, right, where we could throw things into, and then from there decide whether it's basic, or it's non-basic. Mm okay, great. shall we agree for sake of um sort of clarity and when we when we r resume that we'll u use this idea David's proposed, where we think of these three sort of buckets and anything anything we discuss about them is	How to categorize the functions on the remote.
Okay, so fifteen to thirty five, look fairly young. Are we all happy about the idea of um aiming the product at um the fifteen to thirty five bracket? Yeah, that's good.	The target demographic is people aged fifteen to thirty five.
one is that we want uh something that's high-tech but we want it to seem easy. And in spite of the primitive side of it and the very high-tech side, we want it to just be an appealing piece of equipment in people's hands. Um so yeah, I guess just things to think about are you know like the fact it's gotta look good,	The remote has to look good and be easy to use.
then I don't think rechargeable is something we should you know, we really need to care about. Okay, so just stick to to regular	The remote will use regular batteries.
um because I mean it it's tried and tested intra-red, so we could stay with tha	The remote will use an infra-red sensor.
Um they've also suggested that we um we only use the remote control to control the television, not the V_C_R_, D_V_D_ or anything else. So um, we're just gonna keep it simple and it'll just control the T_V_.	The remote will only control televisions.
Um so I believe the the advanced functions should maybe be hidden in a drawer, Maybe they're un they're they're they're in a little area but covered up um, and then others that are concealed. 'Cause what what I'm I'd be a bit worried about is if someone was h had previously developed habits of expecting to control surround sound or this and that with their controller and then and then they, you know, w they get ours and w it's doesn't have that. is it not an option still that we include some things just as a sort of under like sort of under a door or some	How to incorporate more advanced functions into the remote while keeping the design and usability of the remote simple.
which is the The first one is that um uh the company's decided that teletext is outdated uh because of how popular the internet is. so we don't really need to consider that in the functionality of the of the remote control.	The team will not work with teletext.
if that's possible we might consider getting into it. Um do you think then uh voice recognition is something we should really seriously consider? It does it does fit with the market that we're sort of identifying, and 'cause you know, there needs to be some kind of selling point to it. if we are going to include speech recognition, it's kind of between fifteen and thirty five seems to be like a really high response to that. So they'll not sh not shy away from something quite high-tech. so shall we make the decision uh to include speech recognition I I think one thing we should try not to avoid is not to say we have to use speech recognition right now, because um, based on what you've go y everybody's saying, right, you want something simple. Speech recognition might not be the simplest thing for somebody to use. Could it be an on off thing? but what I'm saying is that we're we're trying to lock ourselves into a s particular kind of technology, rather than focusing on on exactly what are the features that we're gonna say, and then, you know, say speech recognition is good for this, speech recognition is not good for this. but at end of the day we don't look at the technology, but we look at the function first. is if we make it um speech reco if we incorporate speech recognition, that's appealing to people um maybe with a physical disability as well. And also it helps in terms of people not losing this, I reckon one problem with speech recognition is um I've actually seen one of them used and uh the technology that was in that one wasn't particularly amazing, so you end up yelling at the control for hours. Do you think maybe we need like further advances in that kind of area until it's worthwhile incorporating it though? I think it'd probably quite expensive to put in.	Whether to include speech recognition as a feature in the remote.
I mean so far I've got um on and off, um switch the channel up and down, and put the volume up and down. and then actual numbers for channels as well, yeah. Um, so so far, just to recap you've got volume and channel control and There's um on and off, um volume and channel, and skip to certain channels with the numbers. I think we just say that it was gonna be the the most basic stuff possible. Um on off, up and down channels, up and down volume and uh skip to a channel.	The remote will have buttons for the following functions: on and off, channel up and down, volume up and down, and entering channel numbers.
And the other thing was that the company want the corporate colour and slogan to be implemented in the new design.	The corporate color and design must be incorporated into the design of the remote.
Well I think it's a valid point. I mean like the one on the left looks quite um quite complicated, Um so I see I see why yo you know you might prefer the simpler design, you know you get a lot of remote controls where you kind of flip the thing open, Um, do we have any functions that um we'd want on it? I mean so far I've got um on and off, um switch the channel up and down, and put the volume up and down. and then actual numbers for channels as well, yeah. Um, you say that's a h a required one or a requested one? God, I wou I would say that's required, I mean there's no way anybody's gonna buy a remote control these days when if you can't actually individually select channels, uh any kind of like display controls at all do you think we need to worry about, Well I think I think es essentially what we're doing right now is we're categorising. We're saying well we want this to be a product that offers all the sort of more tricky features but we want them to be in another area? um we need to find out exactly what we have to have um and after that we can add things if they're possible. There's um on and off, um volume and channel, and skip to certain channels with the numbers. Um, so so far, just to recap you've got volume and channel control and Well, one one way I would look at this um would be that we a approach the different controls in terms of um like control types, so that for the user it's very clear what they want to do where they go. Uh and also think maybe a little bit about sorta w w what would just wanna be acc easily accessible. For example if we had audio controls, those could be something people set up very rarely. Maybe they're un they're they're they're in a little area but covered up um, things like channel and volume	The team discussed how to create a remote which did not include the problems present in the existing products presented by the interface specialist.
I dunno whether this is for good or for bad but there'll be a lot of kind of uh redundancy in the in the the issues and the the uh the things. what I've already started doing is cr I created a slide in in my presentation here so that we kind of think well what's the cumulative effect of what we've taken from your ideas and and mine, Obviously obviously what you've just told me what you've just told me impacts a lot on what um like market research mm that that I've been Mm hard to know what where your role ends, yeah. Before I bring this up what I'll just say is um what I've what I've done is tried to collect some information so that I can then relay this to to you guys so that it's now becomes a collective thing. And then kind of lead us in the direction of deciding, 'kay what what are our options, what should we decide So what I basically got is I just looked into some information and sort of th tried to think about how how we could review it and what kind of decisions we could take away from it So um I'm thinking here about uh primarily about customer needs, and what are issues with with um existing products. and also about try and connect that as you see with the company vision So this is what I've found here, Um, users dislike the look and feel of current remote controls. Most people find them ugly. Um the vast majority would spend more money for it to look fancy as well, we'll see later, the vast majority would spend more money for um slightly more intuitive control, such as voice recognition. Um most people use only a f a very slim portion of all the controls. they tend to use the most simple controls if for me this is sorta like three different different um inspirations, you know, one is that we want uh something that's high-tech but we want it to seem easy. And in	The marketing expert presented consumer preferences and requirements and the team discussed who their target demographic should be and whether to include speech recognition in their product.
Um just want to tell you that you have three new requirements, which is the The first one is that um uh the company's decided that teletext is outdated uh because of how popular the internet is. so we don't really need to consider that in the functionality of the of the remote control. Um they've also suggested that we um we only use the remote control to control the television, not the V_C_R_, D_V_D_ or anything else. I think the worry is that if the project becomes too complex then it'll affect um how long it takes us to get it into into production, the time to market. So um, we're just gonna keep it simple and it'll just control the T_V_. And the other thing was that the company want the corporate colour and slogan to be implemented in the new design. Um I'm not entirely sure what the corporate colour is. It might be yellow, because there seems to be a lot of yellow everywhere. And the slogan, like the actual written slogan, or just to embody the idea of the slogan? uh th because on the the company website, uh what does it say 'Bout putting the fashion in electronics. I mean do they Is that something they want actually written on it, 'cause it's quite long. So those are the three things, just not to worry about teletext, uh only control the T_V_, and um and uh incorporate the uh colour and slogan of the company.	The project manager briefed the team on some new requirements to consider when designing the remote.
Well, um one of the things that we have to decide on by the end of the meeting is who we're gonna be um who's our our target audience, our target market. Um, so if we want something that that looks good and is easy to use, but has y is fairly powerful product, whatever, who do we really want to aim that at? Where's the money, maybe. Yeah, who wou who would have the money to spend. it's somebody who's not gonna just use the remote that comes with their telly, I suppose, Um, I think it'll be the mid range to the high end market, in terms of people. Um so maybe not the high end range, but maybe middle, middle up-ish. Mostly focused around the twenty five age group. Sort of young professional, kind of. Mm-hmm I think we are gonna have to narrow it down, I I think twenty five to thirty five is is is fair to add that in as a group as well So these are people who are gadgety, right? So they'll not sh not shy away from something quite high-tech.	Defining a target demographic.
so this is the technical functions design. to do the um the design I have I've had a look online, I've had a look at the homepage, Um I've had a look at the previous products to see what they offer Um, having a look at the existing products, I found out that um it tends to come in sort of two extremes, there's either um a very complicated one that's got lots of buttons, lots of colours, very confusing, you don't know what you're doing. Um in that case the the labelling tends to be very bad. here um the button there and there. That one's perg and that one's prog, and it doesn't really tell you what it does. Um, not sure if you had a a look at the other um control in that example. Um it's a very simple one. It's got only the basic functions mm but um it's the same size as the the hard to use one. Uh it looked a bit clunky. They're very big and not very much use for buttons. and it's just very hard to access the advanced functions. Um, my own preferences, I prefer the the clunky one. Um so I believe the the advanced functions should maybe be hidden in a drawer, So, now I'd like to ask for your preferences. Which which is the clunky one, the one on left or on the right?.. Um, the clunky one is the one on the right. Um I think it's supposed to be the same size, but um it's got much fewer buttons. and then others that are concealed.	The user interface designer presented two existing products and discussed what was wrong with each product.
um for uh our Industrial Designer, you're gonna be thinking about the components concept.	The industrial designer will work on the components concept.
Um User Interface Designer gonna be thinking about our user interface,	The user interface designer will work on the user interface.
Well this is just the working design um. Um I guess I try to define like what we're doing now, but we're we can't n we haven't narrowed down um exactly what the things we're trying to fulfil, like I think back in the back of our minds we know what the basics are. Has to change channels, has to change volume, but in like specifics, right, which one of the basics are you trying to target. so I'll go into the diagram first. It just explains how the process goes through, from the basic technology point of view, the basic steps that you need you need some power source. 'Kay, a battery or something, to keep it going. Um and that power source is important because it ties you down to um how long the device will last. Like for example, voice recognition, right. That might be constrained because that you might need to power a microphone, so that's one perhaps constraint there. Th Okay, the basic thing is there's a user interface You know, and that um picks up an input from a user, a series of logic has to decide what the user is telling the device, Um and then it needs to be able to send the signal out to the device itself like um voice recognition, right, if it's something which is important then we just add more power rather than having a thing that we don't have enough power. maybe you you wanna go back to what the functions are? Well, do you wan do you wanna finish up your your whole presentation then? Yeah, w I'm done. Um you have a transmitter, an input device, logic chip, Since we're on the topic of the technology, uh are there any like what are our options? Is this the only way that we go about it, or are there other thin Um, these these aren't technology options in that sense. a basic principles and basic components that are needed. So each component represents one function, but I think the basic functions are the logic, the transmitter	The industrial designer discussed the interior workings of a remote and the team discussed various options for components and energy sources.
I'm just gonna just recap uh what I said at the start, was that um the the whole point of this meeting was to f absolutely finalise who we're gonna aim this at, Are we all happy about the idea of um aiming the product at um the fifteen to thirty five bracket? Yeah, that's good. I think we just say that it was gonna be the the most basic stuff possible. Um on off, up and down channels, up and down volume and uh skip to a channel. Um and also the funct the the actual functions of what it's gonna do. And is it going to include any of the uh the more advanced features, is it not an option still that we include some things just as a sort of under like sort of under a door or some Yeah, it's as optional functions. 'Cause what what I'm I'd be a bit worried about is if someone was h had previously developed habits of expecting to control surround sound or this and that with their controller and then and then they, you know, w they get ours and w it's doesn't have that. Another thing that you were saying about categorising the controls? Um maybe I could suggest we we break them down into three simple categories. One would be audio controls, one would be video controls, and the other one would be a device. I mean like so what we could have is like three buckets, right, where we could throw things into, and then from there decide whether it's basic, or it's non-basic. Mm okay, great. Device is basically anything which we can't categorise, right. shall we agree for sake of um sort of clarity and when we when we r resume that we'll u use this idea David's proposed, where we think of these three sort of buckets and anything anything we discuss about them is sort of, okay, we're talking about this. Yeah, yeah I think that's definitely a good idea. so you're gonna have um audio which is gonna be like you know	The team then discussed features to include in the remote and what they could do to figure out how to categorize them.
and marketing you're gonna be thinking about trend watching.	The marketing expert will work on trend watching
Feel like fruit.	The case will have a soft fruit-like feel to it.
I know we're gonna have like rubber buttons	The remote will have rubber buttons.
Can we get a strong enough battery to power a light? We're gonna need to put in a really good battery so people don't have to charge their r remote control every few days. Um energy what do you think that's suggesting we're how we're powering the thing? I really like the idea of this kinetic thing where you'd have the back-up of the battery, but have have kinetic power,	What sort of battery to use.
Um and when the corporate colour is yellow, I mean maybe we could think about about the colour of the whole product being yellow Um maybe what we could do is t th think about a concept which touches b back to the on the um the colour, So for the look and feel to seem coherent and not just sorta bits and bits and pieces of of concept and technology or or whatever or fashion, then we should have it kind of come back to one thing that we kind of all sorta can visualize. So I reckon it'd look quite nice if we just had um this here, had a sorta background yellow, and then have sort of a nice bold colour for the buttons. And the other thing was um can we think of any way of getting the slogan into this thing? and that we've got like the the l slogan somewhere like on the casing at the side,	How to incorporate a fruit and vegetable theme, the corporate color, and soft materials into the remote.
I'd quite like a sort of uh snowman type shape. Um so a p sort of larger bit sits in your hand, and then you got maybe another bubble at the top for just any other function you need.	What shape the remote should be.
I'll just just recap on the minutes from the last meeting. decided on our our target group being fifteen to thirty five, and we decided that it was gonna be non-rechargeable battery-powered, that we're gonna group our audio-visual and other functions into into those categories, um. And I told you guys about the three new requirements about ignoring teletext, ignoring everything except the T_V_, and trying to incorporate the the uh corporate colour and slogan.	The project manager recapped the decisions made in the previous meeting.
Uh basically what I wanna do here, before we get into it uh too far, is I want to show you all the background information I have that I think we need to acknowledge if we want this to be successful. Okay so out of um different uh figures and ratings ob uh of people in general, um consumers in general, the number one thing that was found was that uh the br t television remote control, a fancy look and feel, okay, and not, it specified, not a functional look or or feel, uh b f f fancy. Number two was that it be innovative. Uh and third priority uh for ease of use, is that I think um what we should think about is how the um about how the innovation uh contributes to the look and feel, and not so much to the functionality of it. Uh top European fashion trend um that I read about says there's this emerging theme of fruit and vegetables, okay, especially in clothes and furniture. So my my feeling is that we w do want to observe this trend, And then in terms of m material trends are for things to be soft and spongy and sort of, you might say ergonomic or or friendly to handle, And then at the end there are vibrant natural colours um softness in materials, shape, and function, so I'm thinking if we imagine that we're taking some of the features of a Mac iPod and we're then making it s more of like a more of like a comfortable type of we think of some kind of a thin theme that unifies it all, uh sorta like a marketing identity. Like um the ones the ones which I'm most fond of in terms of giving like a theme to it would be like um like lemon or something like that, Maybe like it could light up in different colours or something or or people could buy the buy the control and then it comes with different like covers or something so.	The marketing expert discussed his findings from trend watching reports, stressing the need for a product that has a fancy look and feel, is technologically innovative, is easy to use, and incorporates some aspect of fruit and vegetables in its design.
The fact that it talks to you, I mean it might be quite cool if when you first start using it it says, what is it, putting fashion into electronics or something, I think that'd probably scare me.	Whether the remote should have a talk-back function.
Um there's a wee bit of discussion about the other existing ones there, um so I've taken the um suggestions from them and tried to incorporate them into this um we're looking for um suggestions on size th um size of control and the buttons, and whereabout the buttons should be located on the control. um the shape of the control, Um what I found from the research is that most the current controls are just basically big bricks with loads of buttons all over them. Um they're not very attractive to look at, and they're not very comfortable to hold, and they're very easily lost. Um for instance, the stand-by button isn't always red,	The interface specialist presented research on the appearance of current remotes, concluding that current remotes are generally unappealing in terms of look and usability.
also would that work if we wanted to incorporate um an L_C_D_ display, where would we put that? Do we need an L_C_D_ display? It's bound to increase the cost of it a lot, I would've thought. what would we what would we achieve from it? And the th the thing I could see it helping with would be if it was somehow connected with um listings. So as you scroll through, 'cause we said we might have a jog dial, so as you scroll through your stations you can y it actually tells you what it is. I think that will be a problem because we don't have an input device to get the listings into it,	Whether to have an LCD display on the remote.
I would say no need for a talk-back.	The remote will not have a talk-back function.
The buttons should be large. They should be easy to press, very comfortable. so the up volume button looks like it should be a down volume button, that's kinda confusing. Um should avoid s things like that. Um if the the corporate colour scheme allows it we should have a very bright colour so that it can be easily identified anywhere. any extra features we add beyond the basic ones should be m hidden, Um if we did decide to go for voice activation there sh should always be a button as alternative, Um we should definitely avoid the big square block look. and they've said th the voice control um can now talk back if you ask it a question. So it sh it could be good to have them um confirm any action you take Um I don't know where the slogan should go, or really what the slogan is. I think it's um, fashion into electronics. And we don't know how flexible the colour scheme is.	The interface specialist presented ideas on how to remedy the unappealing aspects of current remotes in the team's design and also how to incorporate the corporate color scheme into the design.
but because the case is transparent so it gives it a little bit of a glow, doesn't make it freaky. S so like cur slightly transparent case, so it's yellow, like tinted yellow, but you can maybe see through it. Or or there might be a light running through it like a mouse. Okay so so backlighting, that would be good. Um you know a a glowing a a glowing yellow type case where the yellow is showable, and that we've got like the the l slogan somewhere like on the casing at the side,	What the case will look like.
Yeah I think the jog dial, what if it was flat and you just spun it,	The remote will have a jog dial.
Um like you said time to market was a problem, um and how many components are physically in there in cost. And the power is basically a factor of that. Um and the lower components, the power, the logic, the transmitter, and the infrared, um they affect you in terms of the size of your device, So I guess three things, um cost, um complexity, and the size. um I'm not very sure about the voice thing 'cause I got another email and it was in fact quite sketchy on what n the voice options are. Um it said it could talk to you, but it never said anything about being able to listen. I it said something about a sensor but never clarified that. Okay so your basic components are buttons, okay and you have a wheel available, like a mouse scroll wheel, okay there's an L_C_D_ display, Okay um then there's um how the case actually looks. It can actually be flat or it can be curved, um and then the different types of materials that you can use, um I don't think you can use them in a combination, Um I think plastic and rubber would be fine, but plastic, rubber, and wood, Um the rubber was a restriction on the kind of power source you could use, but the titanium had a different kind of things on the shape of the thing, but you know it might be easier from a cost perspective and a complexity just to use one. Um and the other components are logic chips, um again I'll I'll go back to the component chips. The com how complex or how easy the logic is, it depends on how many functions you have on the on the unit Um I don't think the logic chip has a issue about size 'cause they should be about the same size. Power consumption should be about the same. um and the other thing is um the power options. Um the first one is a standard battery. Okay the second one I think is more of a gimmick	The industrial designer presented options for materials, components, and batteries and discussed the restrictions involved in using certain materials.
So as you scroll through, 'cause we said we might have a jog dial, so as you scroll through your stations you can y it actually tells you what it is. Could we use like a jog dial, like a nice just sort of round, somewhere on it where you just roll it? The question is when you're rolling it, how do you wanna roll it? 'Cause in a mouse your hand's in a position to roll it, whereas the other thing about having it jog dial this way, it tends to get moved accidentally. Can you imagine you have to scroll a lot. Um it might work for volume, and maybe some of the brightness controls and stuff like that, but not for channels right. Yeah I think the jog dial, a slide, because then you you don't have to put the hand.	Whether to include a jog dial on the remote.
and also t plastic I've seen can get really textured, so you can get plastics that actually feel soft in your hand.	The materials used will be plastic and rubber.
We're gonna need to put in a really good battery so people don't have to charge their r remote control every few days. Um that's why I think the option of the the kinetic thing which basically means as long as you shake it like a watch, like an automatic watch But are people gonna wanna shake their movie controller? um it's probably sensitive enough when you fiddle it. Um I think we could go for like um maybe not a p a fruit shape but a very sort of curvy type shape. Um you could have the same sort of texture and colour as a fruit. Um probably something that s sits in your hand comfortably, sort of feels right in your hand. So something quite curvy? about how if you have a bright colour you'll not lose it so much. Um and when the corporate colour is yellow, I mean maybe we could think about about the colour of the whole product being yellow So for the look and feel to seem coherent and not just sorta bits and bits and pieces of of concept and technology or or whatever or fashion, then we should have it kind of come back to one thing that we kind of all sorta can visualize. Um maybe what we could do is t th think about a concept which touches b back to the on the um the colour, 'Cause I I I was kinda thinking about as well you know how you get these shock resistant mobile phones, and they're plastic but then also have like rubber on the outside, and it kinda feels it feels kind of warmer to the touch. It feels a bit more comfortable, and maybe we could incorporate plastic and rubber into it. I'd quite like a sort of uh snowman type shape. Um so a p sort of larger bit sits in your hand, and then you got maybe another bubble at the top for just any other function you need. So I reckon it'd look quite nice if we just had um this here	The team then discussed options for the shape and color scheme of the remote, as well as what components, batteries, and materials to use.
uh I know that the designers are gonna be working with Play-doh on that. the next meeting's gonna be in thirty minutes,	Some team members will design a prototype of the remote
Um I think we could go for like um maybe not a p a fruit shape but a very sort of curvy type shape. So something quite curvy?	The remote will be curvy.
I'd quite like a sort of uh snowman type shape. Um so a p sort of larger bit sits in your hand, and then you got maybe another bubble at the top for just any other function you need.	The remote will be shaped like a snowman.
Square buttons? Yeah	The remote will have square buttons.
So we're w w quite far over. something's gonna have to go. Um we're at sixteen point eight and	Meeting the target cost.
No. Do we have kinetic as well? And that's because of cost restraints is it? Yep.	The remote will not contain a kinetic battery.
We've got push buttons as well.	The remote will have push buttons.
The other thing could be that um you could take away the L_C_D_ panel and the advanced chip together,	The remote will not feature an LCD display.
so when we scroll we need just some way to get the T_V_ to respond,	The display will be on the television instead of on the remote.
answering the question uh in those terms I'd say that actually there's sort of a tease of creativity We're told okay um think in terms of style and look and feel and technology, but build something for twelve and a half pounds, so actually the creativity was more more of like a um a f sort of a f formality then an actual The constraints do come in very fast. it's um it is quite a lot of fun t to go and then you have sort of hit the end then go right, gotta cut everything out 'cause we don't have enough money. Uh, reckon that was a bit hard because we could only discuss things in the meeting. If we could just go up to somebody outside the meeting and have a quick talk with them, that would've been a lot easier. I think the tools that they were given, the tool set that were given to us are fancy but they don't support collaboration, I think that's the word. I mean sort of taking upon that idea, w the way I see this i is that it's uh the the s the structure in which we've we've approached this whole task is quite contrary to the p principle of teamwork because the the tasks were d d sort of um divided, and then the work went on in isolation, the w main one for me is that uh the process na in a natural f context would not have been interrupted by this necessity to discommunicate ourselves from each other. well you know it's kind of s hard to keep f working forward on a team a team based project when when you're told you must now work away from your team. I really thi i I think maybe if we'd like all been working in the one room, and they just said you know like every hour or something everybody make sure yo you know just have a have a short meeting and then just c	The team felt that their creativity was hindered by the project budget and their inability to discuss the project outside of their meetings and that the structure of the task did not foster teamwork.
Um so then these just become normal coloured buttons,	The buttons will be normal colored.
out of forty nine with with zero being the highest. We are at uh two, seven, eight, ten, fifteen point five. So it's pretty good.	The prototype did fairly well in the evaluation.
uh well next up then, because we've done finance, is the project evaluation. Um well do you wanna um just individually say what you think about about these four points and Well d do you feel though that that you were able to have quite a lot of creative input into the thing? Yeah, yeah it feels as though the creativity goes on when we leave, and then we come here and then we kind of put out our ideas and then, you know. But I don't I don't think it means the room as in this room. so actually the creativity was more more of like a um a f sort of a f formality then an actual We're told okay um think in terms of style and look and feel and technology, but build something for twelve and a half pounds, answering the question uh in those terms I'd say that actually there's sort of a tease of creativity I think another point is that the meetings um are more brainstorming sessions than meetings, The constraints do come in very fast. it's um it is quite a lot of fun t to go and then you have sort of hit the end then go right, gotta cut everything out 'cause we don't have enough money. and I think the fact that we're wearing these things restricts it it it does actually you know affect how, w whether you feel comfortable to communicate. and and the time the time given also restricts In in reality I think here the the different elements of leadership such as the the original b briefing and then the personal coach and the and then you know having having you with your the meeting agenda is actually quite a quite a quite a con confining framework to work within. And so it is leadership almost to the point of sort of disempowering the the the team member, so But it's not bad leadership, it's just sort of s fairly strong, you know. I think the interactions are very structured. So you think maybe a little	The team then conducted an evaluation of the project process.
No. Do we have kinetic as well? And that's because of cost restraints is it? Yep. I think we're gonna have to skip the rubber. Um so then these just become normal coloured buttons, And now we're under budget.	In maintaining the target cost, the team had to lose a number of features which they originally wanted, such as a kinetic battery, an LCD display, and various color options.
I've reviewed all of the um the points of discussion from the beginning, and used that as a criteria of evaluation for the um uh for the current design uh th or the plan, So to sort of b bring together two things, sort of design goals and also the market research that we had, uh when we rate this, one is v high in in succeeding or fitting to our original aim and seven is low, and um we've been asked to uh to collectively rate this, So the first one uh, stylish look and feel. I rate that pretty highly. Okay let's go with five then. Let's go with two point five then. high tech innovation. so we've had to remove a few of our features we wanted, but jog-dial Yeah about three, okay. Style reflects a fruit inspired colour, design. Okay, the blue the blue colours and don't re don't actually represent the colour, the the yellow is more representative of the colour, so we'll go two. and um design is simple to use, simple in features. I mean I'd give that nearly a one. Um, soft and spongy, have we achieved that? We've used mostly plastic in the end so it's going to be quite a bit of a compromise for price. Yeah I think it's about five. logo, we've got it in there, haven't we? And um it's within budget, yep.	The team then evaluated the prototype on the basis of its appearance, technological innovation, and spongy quality.
we said we were gonna have a snowman shaped remote control with no L_C_D_ display, no need for talk-back, it was hopefully gonna be kinetic power and battery uh with rubber buttons, maybe backlighting the buttons with some internal L_E_D_s to shine through the casing, um hopefully a jog-dial, and incorporating the slogan somewhere as well. Um, there are a few changes we've made. Um, well look at the expense sheet, and uh it turned to be quite a lot expensive to have open up and have lots of buttons and stuff inside, this is gonna be an L_C_D_ screen, um just a a very very basic one, very small um with access to the menu through the the scroll wheel and uh confirm Uh, apart from that, it's just pretty much the same as we discussed last time. the advanced functions are still hidden from you, but they're hidden in the sense that um they're not in use. Um they're in the L_C_D_ panel and the jog-dial? The L_C_D_ panel just displays um functionally what you're doing. If you're using an advanced function right, like um c brightness, contrast, whatever, it will just say It might even be one, a bit more complex L_C_D_ panel with pictures like maybe the sun or the, you know, the the symbols of the various functions. That's a number pad. Where are we gonna have the slogan? just like right inside there. Well we want the other buttons to be big enough to push easily with a finger so we reckon maybe that'll be about the same size as the palm of your hand. So we're talking about ten centimetres. We're gonna have again the the sort of the foggy um yellow from last time that lit up when you pushed the button. this button um, because it's red it's sort of very prominent, we're gonna use it as uh it can be the power button if you hold it for maybe two seconds it'll send a stand-by signal. Um apart from that it's gonna be used as a confirm button for the L_C_D_	The project manager recapped the decisions made in the previous meeting and two team members presented their prototype and discussed the features the prototype contained.
